"date/time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","cpu process","memory process"
01-12 22:33:40,0.120,0.051,99.815,0.014,0.0,0.0,1889472512.0,218800128.0,3653550080.0,10911354880.0,2811.833,7131.683,0.0,1.717,java / 0%,java / 716177408%
01-12 22:34:40,0.135,0.054,99.791,0.019,0.0,0.0,1890525184.0,218800128.0,3653562368.0,10910289920.0,2838.067,7199.850,0.0,1.983,java / 0%,java / 716181504%
01-12 22:35:40,0.122,0.054,99.808,0.015,0.0,0.001,1890861056.0,218800128.0,3653595136.0,10909921280.0,3280.517,7306.367,0.0,2.233,java / 0%,java / 716181504%
01-12 22:36:39,0.134,0.055,99.793,0.017,0.0,0.0,1890496512.0,218800128.0,3653615616.0,10910265344.0,2850.500,7167.333,0.0,1.733,java / 0%,java / 716181504%
01-12 22:37:40,0.129,0.054,99.798,0.019,0.0,0.0,1890549760.0,218800128.0,3653627904.0,10910199808.0,2815.700,7114.683,0.0,1.717,java / 0%,java / 716181504%
01-12 22:38:40,0.137,0.054,99.794,0.014,0.0,0.001,1891188736.0,218800128.0,3653640192.0,10909548544.0,2834.183,7154.467,0.0,1.783,java / 0%,java / 716177408%
01-12 22:39:40,0.128,0.051,99.806,0.015,0.0,0.0,1889939456.0,218800128.0,3653652480.0,10910785536.0,2811.433,7116.350,0.0,1.700,java / 0%,java / 716181504%
01-12 22:40:40,0.139,0.060,99.783,0.017,0.0,0.0,1890533376.0,218800128.0,3653693440.0,10910150656.0,3235.667,7346.383,0.0,2.350,java / 0%,java / 716181504%
01-12 22:41:40,0.123,0.052,99.813,0.012,0.0,0.0,1890189312.0,218800128.0,3653705728.0,10910482432.0,2809.900,7119.067,0.0,1.633,java / 0%,java / 716181504%
01-12 22:42:39,0.134,0.055,99.797,0.015,0.0,0.0,1890480128.0,218800128.0,3653718016.0,10910179328.0,2808.817,7118.183,0.0,1.717,java / 0%,java / 716181504%
01-12 22:43:40,0.122,0.053,99.815,0.010,0.0,0.001,1890353152.0,218800128.0,3653730304.0,10910294016.0,2825.783,7150.017,0.0,1.717,java / 0%,java / 716177408%
01-12 22:44:40,0.133,0.055,99.798,0.014,0.0,0.0,1891471360.0,218800128.0,3653746688.0,10909159424.0,2841.0,7124.517,0.0,1.767,java / 0%,java / 716181504%
01-12 22:45:40,0.122,0.056,99.812,0.010,0.0,0.001,1891504128.0,218800128.0,3653775360.0,10909097984.0,3245.533,7354.817,0.0,2.033,java / 0%,java / 716181504%
01-12 22:46:40,0.133,0.058,99.793,0.015,0.0,0.0,1890689024.0,218800128.0,3653787648.0,10909900800.0,2813.333,7117.0,0.0,1.817,java / 0%,java / 716181504%
01-12 22:47:40,0.133,0.054,99.802,0.011,0.0,0.0,1890873344.0,218800128.0,3653799936.0,10909704192.0,2833.017,7158.550,0.0,1.717,java / 0%,java / 716181504%
01-12 22:48:40,0.136,0.058,99.791,0.015,0.0,0.001,1890885632.0,218800128.0,3653816320.0,10909675520.0,2816.333,7123.867,0.0,1.833,java / 0%,java / 716177408%
01-12 22:49:40,0.129,0.054,99.804,0.013,0.0,0.0,1891065856.0,218800128.0,3653828608.0,10909483008.0,2835.383,7161.633,0.0,1.750,java / 0%,java / 716181504%
01-12 22:50:40,0.134,0.057,99.796,0.013,0.0,0.0,1891303424.0,218800128.0,3653865472.0,10909208576.0,3216.983,7314.533,0.0,2.333,java / 0%,java / 716177408%
01-12 22:51:39,0.120,0.055,99.814,0.010,0.0,0.001,1891835904.0,218800128.0,3653877760.0,10908663808.0,2843.033,7191.150,0.0,1.600,java / 0%,java / 716181504%
01-12 22:52:40,0.132,0.060,99.794,0.014,0.0,0.0,1891094528.0,218800128.0,3653894144.0,10909388800.0,2810.900,7135.183,0.0,1.850,java / 0%,java / 716181504%
01-12 22:53:40,0.118,0.054,99.814,0.013,0.0,0.001,1891442688.0,218800128.0,3653906432.0,10909028352.0,2824.717,7147.233,0.0,1.867,java / 0%,java / 716177408%
01-12 22:54:40,0.137,0.060,99.789,0.015,0.0,0.0,1890291712.0,218800128.0,3653918720.0,10910167040.0,2830.300,7149.283,0.0,1.617,java / 0%,java / 716181504%
01-12 22:55:39,0.127,0.058,99.802,0.013,0.0,0.0,1890185216.0,218800128.0,3653951488.0,10910240768.0,3218.683,7308.367,0.0,2.033,java / 0%,java / 716181504%
01-12 22:56:39,0.138,0.058,99.792,0.013,0.0,0.0,1889554432.0,218800128.0,3653963776.0,10910859264.0,2815.850,7119.067,0.0,1.800,java / 0%,java / 716181504%
01-12 22:57:39,0.127,0.054,99.806,0.012,0.0,0.001,1891061760.0,218800128.0,3653971968.0,10909343744.0,2755.583,7064.050,0.0,1.433,java / 0%,java / 716181504%
01-12 22:58:39,0.131,0.056,99.802,0.012,0.0,0.0,1891602432.0,218800128.0,3653988352.0,10908786688.0,2822.950,7150.967,0.0,1.783,java / 0%,java / 716177408%
01-12 22:59:40,0.124,0.053,99.808,0.015,0.0,0.001,1891811328.0,218800128.0,3653996544.0,10908569600.0,2823.017,7121.100,0.0,1.683,java / 0%,java / 716181504%
01-12 23:00:40,0.134,0.058,99.794,0.014,0.0,0.0,1892859904.0,218800128.0,3654033408.0,10907484160.0,3174.400,6456.967,0.0,2.417,java / 0%,java / 716181504%
01-12 23:01:40,0.122,0.058,99.803,0.016,0.0,0.001,1891876864.0,218800128.0,3654045696.0,10908454912.0,2829.517,7151.117,0.0,1.867,java / 0%,java / 716181504%
01-12 23:02:40,0.132,0.056,99.795,0.017,0.0,0.0,1891700736.0,218800128.0,3654062080.0,10908614656.0,2814.533,7123.250,0.0,1.533,java / 0%,java / 716181504%
01-12 23:03:40,0.122,0.054,99.805,0.019,0.0,0.0,1891422208.0,218800128.0,3654074368.0,10908880896.0,2820.233,7122.933,0.0,1.950,java / 0%,java / 716181504%
01-12 23:04:40,0.131,0.054,99.801,0.013,0.0,0.0,1890603008.0,218800128.0,3654086656.0,10909687808.0,2809.783,7114.983,0.0,1.733,java / 0%,java / 716177408%
01-12 23:05:40,0.125,0.054,99.801,0.019,0.0,0.001,1891176448.0,218800128.0,3654123520.0,10909077504.0,3309.617,7345.150,0.0,2.333,java / 0%,java / 716181504%
01-12 23:06:40,0.132,0.056,99.797,0.015,0.0,0.0,1891188736.0,218800128.0,3654135808.0,10909052928.0,2754.050,6249.333,0.0,1.733,java / 0%,java / 716181504%
01-12 23:07:40,0.125,0.051,99.812,0.013,0.0,0.0,1891033088.0,218800128.0,3654144000.0,10909200384.0,2845.350,7163.817,0.0,1.467,java / 0%,java / 716181504%
01-12 23:08:40,0.148,0.059,99.780,0.013,0.0,0.0,1891430400.0,218800128.0,3654156288.0,10908790784.0,2808.483,7132.083,0.0,1.917,java / 0%,java / 716177408%
01-12 23:09:40,0.134,0.055,99.798,0.013,0.0,0.0,1890869248.0,218800128.0,3654168576.0,10909339648.0,2850.883,7200.833,0.0,1.717,java / 0%,java / 716181504%
01-12 23:10:40,0.140,0.058,99.780,0.021,0.0,0.001,1891848192.0,218800128.0,3654217728.0,10908311552.0,3210.517,7299.850,0.0,2.333,java / 0%,java / 716181504%
01-12 23:11:39,0.131,0.054,99.800,0.015,0.0,0.0,1891463168.0,218800128.0,3654225920.0,10908688384.0,2811.717,7122.433,0.0,1.700,java / 0%,java / 716181504%
01-12 23:12:40,0.141,0.055,99.792,0.012,0.0,0.0,1891463168.0,218800128.0,3654238208.0,10908676096.0,2856.683,7166.217,0.0,1.650,java / 0%,java / 716181504%
01-12 23:13:40,0.130,0.053,99.803,0.014,0.0,0.0,1890930688.0,218800128.0,3654254592.0,10909192192.0,2803.417,7111.917,0.0,1.733,java / 0%,java / 716177408%
01-12 23:14:40,0.137,0.056,99.789,0.017,0.0,0.001,1891565568.0,218800128.0,3654266880.0,10908545024.0,2835.750,7111.767,0.0,1.783,java / 0%,java / 716177408%
01-12 23:15:39,0.130,0.056,99.796,0.018,0.0,0.0,1891962880.0,218800128.0,3654299648.0,10908114944.0,3220.867,7303.0,0.0,1.967,java / 0%,java / 716181504%
01-12 23:16:40,0.135,0.060,99.790,0.015,0.0,0.0,1891110912.0,218800128.0,3654307840.0,10908958720.0,2809.200,7126.800,0.0,1.750,java / 0%,java / 716181504%
01-12 23:17:39,0.125,0.051,99.810,0.015,0.0,0.0,1891102720.0,218800128.0,3654324224.0,10908950528.0,2834.717,7156.400,0.0,1.667,java / 0%,java / 716181504%
01-12 23:18:40,0.142,0.059,99.786,0.012,0.0,0.001,1891647488.0,218800128.0,3654336512.0,10908393472.0,2810.217,7121.500,0.0,1.817,java / 0%,java / 716177408%
01-12 23:19:40,0.129,0.052,99.803,0.016,0.0,0.0,1890926592.0,218800128.0,3654348800.0,10909102080.0,2804.633,7110.850,0.0,1.617,java / 0%,java / 716177408%
01-12 23:20:40,0.133,0.058,99.794,0.014,0.0,0.001,1892020224.0,218800128.0,3654389760.0,10907967488.0,3215.683,7299.117,0.0,2.233,java / 0%,java / 716181504%
01-12 23:21:40,0.121,0.054,99.814,0.011,0.0,0.0,1891753984.0,218800128.0,3654422528.0,10908200960.0,3223.400,7320.050,0.0,2.450,java / 0%,java / 716181504%
01-12 23:22:40,0.133,0.060,99.795,0.013,0.0,0.0,1891340288.0,218800128.0,3654438912.0,10908598272.0,2859.933,7193.233,0.0,1.733,java / 0%,java / 716181504%
01-12 23:23:40,0.125,0.056,99.793,0.026,0.0,0.0,1891028992.0,218800128.0,3654455296.0,10908893184.0,2845.983,7171.633,0.0,1.867,java / 0%,java / 716177408%
